"date","age","code","cum.deaths","daily.deaths"
2020-05-09,"80-89","WI",96,0
2020-05-09,"90+","WI",71,5
2020-05-10,"0-9","WI",0,0
2020-05-10,"10-19","WI",0,0
2020-05-10,"20-29","WI",4,0
2020-05-10,"30-39","WI",5,0
2020-05-10,"40-49","WI",11,0
2020-05-10,"50-59","WI",33,0
2020-05-10,"60-69","WI",61,0
2020-05-10,"70-79","WI",117,0
2020-05-10,"80-89","WI",97,1
2020-05-10,"90+","WI",71,0
2020-05-11,"0-9","WI",0,0
2020-05-11,"10-19","WI",0,0
2020-05-11,"20-29","WI",4,0
2020-05-11,"30-39","WI",5,0
2020-05-11,"40-49","WI",11,0
2020-05-11,"50-59","WI",33,0
2020-05-11,"60-69","WI",61,0
2020-05-11,"70-79","WI",119,2
2020-05-11,"80-89","WI",100,3
2020-05-11,"90+","WI",75,4
2020-05-12,"0-9","WI",0,0
2020-05-12,"10-19","WI",0,0
2020-05-12,"20-29","WI",4,0
2020-05-12,"30-39","WI",5,0
2020-05-12,"40-49","WI",11,0
2020-05-12,"50-59","WI",33,0
2020-05-12,"60-69","WI",64,3
2020-05-12,"70-79","WI",122,3
2020-05-12,"80-89","WI",101,1
2020-05-12,"90+","WI",78,3
2020-05-13,"0-9","WI",0,0
2020-05-13,"10-19","WI",0,0
2020-05-13,"20-29","WI",4,0
2020-05-13,"30-39","WI",5,0
2020-05-13,"40-49","WI",11,0
2020-05-13,"50-59","WI",35,2
2020-05-13,"60-69","WI",64,0
2020-05-13,"70-79","WI",123,1
2020-05-13,"80-89","WI",101,0
2020-05-13,"90+","WI",78,0
2020-05-14,"0-9","WI",0,0
2020-05-14,"10-19","WI",0,0
2020-05-14,"20-29","WI",4,0
2020-05-14,"30-39","WI",5,0
2020-05-14,"40-49","WI",11,0
2020-05-14,"50-59","WI",36,1
2020-05-14,"60-69","WI",68,4
2020-05-14,"70-79","WI",125,2
2020-05-14,"80-89","WI",103,2
2020-05-14,"90+","WI",82,4
2020-05-15,"0-9","WI",0,0
2020-05-15,"10-19","WI",0,0
2020-05-15,"20-29","WI",4,0
2020-05-15,"30-39","WI",5,0
2020-05-15,"40-49","WI",11,0
2020-05-15,"50-59","WI",37,1
2020-05-15,"60-69","WI",70,2
2020-05-15,"70-79","WI",126,1
2020-05-15,"80-89","WI",109,6
2020-05-15,"90+","WI",83,1
2020-05-16,"0-9","WI",0,0
2020-05-16,"10-19","WI",0,0
2020-05-16,"20-29","WI",4,0
2020-05-16,"30-39","WI",5,0
2020-05-16,"40-49","WI",11,0
2020-05-16,"50-59","WI",39,2
2020-05-16,"60-69","WI",72,2
2020-05-16,"70-79","WI",128,2
2020-05-16,"80-89","WI",109,0
2020-05-16,"90+","WI",85,2
2020-05-17,"0-9","WI",0,0
2020-05-17,"10-19","WI",0,0
2020-05-17,"20-29","WI",4,0
2020-05-17,"30-39","WI",5,0
2020-05-17,"40-49","WI",11,0
2020-05-17,"50-59","WI",39,0
2020-05-17,"60-69","WI",72,0
2020-05-17,"70-79","WI",128,0
2020-05-17,"80-89","WI",109,0
2020-05-17,"90+","WI",85,0
2020-05-18,"0-9","WI",0,0
2020-05-18,"10-19","WI",0,0
2020-05-18,"20-29","WI",4,0
2020-05-18,"30-39","WI",5,0
2020-05-18,"40-49","WI",11,0
2020-05-18,"50-59","WI",39,0
2020-05-18,"60-69","WI",75,3
2020-05-18,"70-79","WI",129,1
2020-05-18,"80-89","WI",111,2
2020-05-18,"90+","WI",85,0
2020-05-19,"0-9","WI",0,0
2020-05-19,"10-19","WI",0,0
2020-05-19,"20-29","WI",4,0
2020-05-19,"30-39","WI",5,0
2020-05-19,"40-49","WI",12,1
2020-05-19,"50-59","WI",40,1
2020-05-19,"60-69","WI",77,2
2020-05-19,"70-79","WI",129,0
2020-05-19,"80-89","WI",114,3
2020-05-19,"90+","WI",86,1
2020-05-20,"0-9","WI",0,0
2020-05-20,"10-19","WI",0,0
2020-05-20,"20-29","WI",4,0
2020-05-20,"30-39","WI",5,0
2020-05-20,"40-49","WI",13,1
2020-05-20,"50-59","WI",44,4
2020-05-20,"60-69","WI",80,3
2020-05-20,"70-79","WI",133,4
2020-05-20,"80-89","WI",115,1
2020-05-20,"90+","WI",86,0
2020-05-21,"0-9","WI",0,0
2020-05-21,"10-19","WI",0,0
2020-05-21,"20-29","WI",4,0
2020-05-21,"30-39","WI",5,0
2020-05-21,"40-49","WI",13,0
2020-05-21,"50-59","WI",44,0
2020-05-21,"60-69","WI",80,0
2020-05-21,"70-79","WI",135,2
2020-05-21,"80-89","WI",116,1
2020-05-21,"90+","WI",90,4
2020-05-22,"0-9","WI",0,0
2020-05-22,"10-19","WI",0,0
2020-05-22,"20-29","WI",4,0
2020-05-22,"30-39","WI",5,0
2020-05-22,"40-49","WI",13,0
2020-05-22,"50-59","WI",44,0
2020-05-22,"60-69","WI",80,0
2020-05-22,"70-79","WI",135,0
2020-05-22,"80-89","WI",121,5
2020-05-22,"90+","WI",94,4
2020-05-23,"0-9","WI",0,0
2020-05-23,"10-19","WI",0,0
2020-05-23,"20-29","WI",4,0
2020-05-23,"30-39","WI",7,2
2020-05-23,"40-49","WI",14,1
2020-05-23,"50-59","WI",44,0
2020-05-23,"60-69","WI",83,3
2020-05-23,"70-79","WI",137,2
2020-05-23,"80-89","WI",124,3
2020-05-23,"90+","WI",94,0
2020-05-24,"0-9","WI",0,0
2020-05-24,"10-19","WI",0,0
2020-05-24,"20-29","WI",4,0
2020-05-24,"30-39","WI",7,0
2020-05-24,"40-49","WI",14,0
2020-05-24,"50-59","WI",44,0
2020-05-24,"60-69","WI",83,0
2020-05-24,"70-79","WI",137,0
2020-05-24,"80-89","WI",126,2
2020-05-24,"90+","WI",95,1
2020-05-25,"0-9","WI",0,0
2020-05-25,"10-19","WI",0,0
2020-05-25,"20-29","WI",4,0
2020-05-25,"30-39","WI",7,0
2020-05-25,"40-49","WI",15,1
2020-05-25,"50-59","WI",44,0
2020-05-25,"60-69","WI",83,0
2020-05-25,"70-79","WI",137,0
2020-05-25,"80-89","WI",128,2
2020-05-25,"90+","WI",96,1
2020-05-26,"0-9","WI",0,0
2020-05-26,"10-19","WI",0,0
2020-05-26,"20-29","WI",4,0
2020-05-26,"30-39","WI",7,0
2020-05-26,"40-49","WI",15,0
2020-05-26,"50-59","WI",44,0
2020-05-26,"60-69","WI",84,1
2020-05-26,"70-79","WI",137,0
2020-05-26,"80-89","WI",130,2
2020-05-26,"90+","WI",96,0
2020-05-27,"0-9","WI",0,0
2020-05-27,"10-19","WI",0,0
2020-05-27,"20-29","WI",5,1
2020-05-27,"30-39","WI",7,0
2020-05-27,"40-49","WI",16,1
2020-05-27,"50-59","WI",46,2
2020-05-27,"60-69","WI",86,2
