GEOID,GEO,NAME,DATE,POSITIVE,POS_NEW,POS_7DAYAVG,NEGATIVE,NEG_NEW,NEG_7DAYAVG,DEATHS,DTH_NEW,DTH_7DAYAVG,TEST_NEW,TEST_7DAYAVG,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,OBJECTID
55,State,WI,2020/07/31 19:00:00+00,52940,832,860.43,882149,14547,12409.86,934,15,8,15379,13270.29,4637,30346,17957,27327,25512,101,1848,5056,13389,8968,7605,7181,4620,2372,1329,572,433,501,0,0,0,8,11,31,69,155,239,244,177,524,1625,8004,32526,5222,5039,12981,33554,6405,10,26,208,659,15,16,111,805,18,4431,30963,17546,41,78,306,391,536,728,939,839,576,203,1156,2984,8021,5311,4561,4255,2449,965,439,205,651,1994,5062,3266,2508,2198,1232,568,314,164,900,4,4,29,45,102,154,242,188,98,34,224334
55,State,WI,2020/07/30 19:00:00+00,52108,1059,887,867602,16211,12680,919,8,5.86,17270,13567,4590,29761,17757,26893,25114,101,1818,4951,13184,8837,7483,7069,4545,2334,1318,569,429,490,0,0,0,8,10,31,69,152,236,237,176,520,1612,7900,31927,5147,5002,12828,32940,6340,10,26,207,645,15,16,109,793,17,4357,30342,17409,41,79,302,386,529,722,929,829,571,202,1130,2901,7880,5215,4478,4186,2398,952,426,195,647,1971,5002,3236,2476,2161,1218,553,321,172,893,4,4,29,43,101,153,241,186,98,34,225459
55,State,WI,2020/07/29 19:00:00+00,51049,870,886,851391,13824,12394.43,911,5,6.57,14694,13280.43,4539,29128,17382,26368,24579,102,1781,4833,12952,8670,7332,6906,4441,2275,1296,563,422,489,0,0,0,8,9,31,69,151,234,234,175,504,1602,7816,31178,5016,4933,12572,32237,6240,10,26,205,638,15,17,108,785,18,4265,29662,17122,41,78,301,384,520,716,919,815,566,199,1095,2827,7720,5123,4400,4096,2338,915,420,194,645,1928,4931,3163,2412,2094,1184,545,310,170,886,4,4,29,43,100,153,239,183,98,33,227512
55,State,WI,2020/09/16 19:00:00+00,92712,1408,1339.71,1295313,10788,8162.86,1228,8,6.43,12196,9502.57,6454,53959,32299,47337,45218,157,2970,11129,23790,14452,12476,12643,8145,4229,2094,784,559,669,0,0,0,9,15,36,84,204,314,350,216,983,2335,10226,62594,8126,8448,17508,62689,12515,15,33,230,907,24,19,143,1063,22,7252,57046,28414,61,118,441,525,684,1002,1292,1228,838,265,1965,6036,13903,8820,7688,7769,4724,1974,802,278,944,4975,9446,5107,4104,3872,2129,1027,454,241,1098,7,5,38,50,114,190,290,235,126,43,229008
55,State,WI,2020/09/08 19:00:00+00,82477,717,841.86,1230159,3366,6634.57,1168,0,5.43,4083,7476.43,6118,48244,28115,42144,40177,156,2739,8752,20707,13394,11495,11472,7430,3821,1925,742,534,634,0,0,0,8,15,33,82,191,300,328,211,838,2162,9963,54479,7436,7599,16715,54682,11080,13,31,226,852,26,20,134,1007,27,6642,50318,25517,59,102,411,503,663,953,1232,1159,780,256,1781,5055,12290,8120,7022,6998,4246,1742,726,264,899,3595,8006,4771,3810,3521,1952,920,419,222,1052,7,5,35,49,110,182,280,226,119,39,231247
55,State,WI,2020/07/26 19:00:00+00,48827,957,930.29,817549,9021,12378.14,892,1,6.86,9978,13308.43,4394,27766,16667,25203,23524,100,1690,4568,12449,8337,7022,6588,4225,2153,1245,550,413,479,0,0,0,8,10,31,67,151,227,226,172,485,1553,7558,29603,4856,4772,12195,30641,5991,10,26,201,624,15,16,107,769,16,4092,28083,16652,41,76,292,380,502,697,881,784,547,194,1027,2666,7389,4885,4211,3910,2218,863,405,192,622,1826,4768,3072,2309,1981,1126,506,293,164,870,4,4,28,43,98,150,237,180,94,32,231797
55,State,WI,2020/09/26 19:00:00+00,113645,2817,2011.86,1393412,9767,9709.29,1281,7,5.71,12584,11721.14,7041,64903,41701,57905,55553,187,3635,14653,29092,17217,14991,15480,10032,5172,2495,878,578,702,1,0,0,9,17,38,86,212,329,367,223,1257,2696,10925,79320,9246,10201,19309,78550,15786,16,36,232,951,26,20,150,1106,25,7921,64366,41358,67,134,478,573,730,1070,1402,1364,931,292,2381,7726,16400,10375,9137,9371,5791,2458,957,307,1187,6793,12214,6269,5124,5039,2839,1350,607,279,1153,7,6,41,52,115,195,300,253,136,48,232902
55,State,WI,2020/09/07 19:00:00+00,81760,567,879.57,1226793,4899,7705.57,1168,0,6.57,5466,8585.14,6089,47919,27752,41777,39829,154,2728,8543,20521,13318,11442,11398,7370,3787,1913,740,534,634,0,0,0,8,15,33,82,191,300,328,211,833,2154,9942,53951,7326,7554,16651,54145,10964,13,31,226,852,26,20,134,1007,27,6599,49855,25306,59,102,409,500,663,947,1223,1154,776,256,1775,4994,12199,8072,6987,6963,4213,1728,724,264,894,3447,7913,4746,3792,3488,1934,905,413,220,1052,7,5,35,49,110,182,280,226,119,39,235586
55,State,WI,2020/09/11 19:00:00+00,86250,1369,985.14,1254034,8586,6261.57,1197,4,6.29,9955,7246.71,6263,50341,29646,44076,42012,162,2840,9739,21820,13780,11810,11891,7672,3968,1974,756,546,651,0,0,0,9,15,35,83,197,306,338,214,894,2227,10066,57338,7842,7883,17019,57665,11566,14,32,228,877,25,21,140,1032,25,6863,52888,26499,59,111,422,513,672,979,1255,1190,804,258,1863,5406,12862,8392,7243,7289,4438,1829,748,271,918,4222,8536,4875,3895,3623,1979,949,422,227,1074,7,5,35,50,113,189,283,231,122,39,237066
55,State,WI,2020/07/28 19:00:00+00,50179,762,863.43,837567,13662,12429.29,906,13,6.71,14424,13292.71,4493,28609,17077,25887,24191,101,1737,4734,12743,8535,7218,6788,4349,2232,1282,561,419,487,0,0,0,8,10,31,68,151,233,230,175,499,1592,7716,30577,4968,4827,12439,31631,6109,10,26,204,633,15,18,107,780,19,4202,29059,16918,41,78,297,383,515,709,903,808,561,198,1066,2766,7600,5037,4332,4022,2283,894,417,192,630,1890,4846,3115,2371,2057,1163,530,304,171,880,4,4,28,43,98,152,239,183,96,33,239733
55,State,WI,2020/09/25 19:00:00+00,110828,2504,1935.57,1383645,12575,9769.57,1274,9,5.14,15079,11705.14,6962,63269,40597,56424,54219,185,3547,14250,28476,16813,14597,15043,9755,5044,2443,860,575,698,1,0,0,9,17,38,85,210,329,366,220,1222,2636,10832,77029,9116,9993,19048,76445,15335,16,36,232,946,25,19,148,1102,24,7835,63617,39376,67,134,475,568,724,1060,1382,1345,920,287,2317,7496,16077,10144,8896,9094,5626,2388,932,299,1163,6620,11924,6101,4977,4889,2747,1311,591,274,1150,7,6,41,51,115,195,300,251,136,48,241021
55,State,WI,2020/08/02 19:00:00+00,54924,922,871,904666,8721,12445.29,948,1,8,9643,13316.29,4717,31370,18837,28343,26467,114,1913,5279,13881,9283,7878,7464,4821,2453,1368,584,436,512,0,0,0,8,10,31,70,158,245,246,180,550,1665,8166,33911,5399,5233,13296,34874,6754,10,27,209,670,15,17,112,816,20,4570,31999,18355,42,81,312,396,540,741,959,851,587,208,1199,3097,8273,5487,4696,4405,2544,1006,456,207,672,2101,5296,3400,2642,2318,1318,596,325,169,910,4,5,30,45,104,156,242,190,98,36,242376
55,State,WI,2020/08/03 19:00:00+00,55328,404,844.43,911435,6769,12504.29,949,1,8,7173,13348.71,4732,31586,19010,28557,26657,114,1931,5335,13970,9343,7928,7525,4861,2475,1374,586,437,512,0,0,0,8,10,31,70,158,245,247,180,554,1681,8222,34144,5432,5295,13343,35130,6855,10,27,209,671,15,17,112,817,20,4597,32255,18476,42,80,314,396,541,744,963,853,590,209,1207,3122,8333,5514,4728,4436,2563,1016,459,208,682,2133,5323,3433,2659,2345,1335,606,325,169,910,4,5,30,45,103,156,243,190,98,36,243056
55,State,WI,2021/02/04 20:00:00+00,546955,1518,1229.57,2523102,5656,4279.71,5992,41,25.86,7174,5509.29,24634,298744,223577,280644,265193,1118,22490,62419,103299,85243,77741,83292,59772,31287,15472,5940,2735,3251,6,0,2,18,42,97,319,794,1484,1916,1320,6959,13549,36141,416113,30919,43274,57000,403669,86285,83,114,427,5107,89,172,351,5310,331,29499,216758,300698,225,408,1211,1429,1765,3288,4882,5596,4281,1549,14436,35237,55642,46871,43188,46594,32985,15370,6206,2215,7829,26774,46446,36943,32788,33410,21905,10321,4985,2176,2186,15,16,57,76,188,336,563,537,316,82,245294
55,State,WI,2020/08/01 19:00:00+00,54002,1062,876,895945,13796,12488.14,947,13,8,14858,13364.14,4681,30963,18358,27875,26020,107,1879,5168,13637,9153,7744,7343,4735,2414,1351,578,435,512,0,0,0,8,10,31,70,158,245,245,180,537,1651,8082,33289,5323,5120,13175,34263,6564,10,27,209,670,14,17,112,815,20,4517,31612,17873,41,80,309,391,539,734,953,846,580,208,1178,3051,8174,5417,4639,4348,2508,990,454,204,660,2037,5154,3345,2566,2261,1274,578,317,166,904,4,4,29,45,103,155,243,188,98,35,249073
55,State,WI,2021/02/02 20:00:00+00,544260,1095,1291.71,2512757,2087,4431.71,5937,40,26.29,3182,5723.43,24460,296584,223216,279341,263809,1110,22332,62019,102855,84858,77363,82922,59443,31155,15396,5917,2714,3217,6,0,2,17,42,97,316,783,1477,1893,1310,6936,13416,35981,413997,30776,43154,56768,401523,85968,82,109,422,5069,86,169,348,5271,318,16156,127878,400226,224,402,1202,1419,1753,3265,4842,5560,4252,1541,14336,34966,55233,46535,42926,46259,32729,15275,6138,2187,7772,26651,46420,36904,32684,33398,21872,10320,5006,2189,2185,15,16,57,76,188,336,563,537,316,81,254531
55,State,WI,2021/01/30 20:00:00+00,541408,1493,1365.14,2503387,4870,4894.86,5893,33,29.71,6363,6260,24243,294814,222351,277845,262464,1099,22139,61642,102404,84437,76979,82513,59121,30967,15319,5887,2695,3192,6,0,2,17,41,95,316,776,1467,1882,1297,6907,13292,35818,411729,30629,43033,56526,399253,85628,81,108,418,5034,85,167,347,5233,313,16164,127877,397367,221,397,1186,1405,1737,3234,4809,5509,4215,1530,14209,34708,54912,46285,42678,46006,32540,15189,6111,2176,7709,26537,46306,36747,32564,33273,21772,10269,4993,2181,2178,15,16,57,76,188,336,562,534,313,81,257331
55,State,WI,2021/01/29 20:00:00+00,539915,1567,1392,2498517,5373,5024.71,5860,49,31,6940,6416.71,24154,293794,221967,277047,261774,1094,22056,61457,102142,84223,76772,82299,58936,30896,15268,5866,2679,3175,6,0,2,17,40,95,314,772,1461,1871,1288,6891,13241,35743,410568,30549,42923,56403,398037,85475,81,108,417,5001,85,168,344,5204,312,16160,127887,395868,220,397,1180,1400,1729,3221,4785,5500,4199,1523,14152,34577,54749,46122,42531,45859,32418,15137,6085,2164,7684,26483,46213,36701,32512,33219,21733,10259,4984,2179,2171,15,16,57,76,187,336,559,533,311,81,262810
55,State,WI,2021/01/28 20:00:00+00,538348,1802,1463.86,2493144,6184,5158.86,5811,24,29.14,7986,6622.71,24063,292752,221533,276267,260991,1088,21965,61227,101910,83999,76530,82076,58779,30792,15224,5846,2655,3149,7,0,2,17,40,95,312,767,1448,1852,1278,6873,13185,35649,409322,30482,42837,56252,396806,85288,79,108,415,4948,90,171,343,5149,319,16159,127895,394294,218,394,1175,1394,1726,3213,4766,5479,4184,1514,14085,34435,54575,45984,42378,45703,32299,15074,6063,2156,7662,26398,46160,36621,32426,33160,21714,10239,4977,2176,2170,15,16,57,76,187,336,559,532,311,81,265920
55,State,WI,2020/12/01 20:00:00+00,391313,4078,3905.71,2156410,6414,7379.14,3420,107,43.57,10492,11284.86,17372,205358,168583,200305,190207,800,14357,44193,77391,60944,55746,59946,42103,21874,10763,3996,1552,1861,7,0,0,14,28,65,189,466,861,1070,727,5051,8487,26644,294013,23536,33582,43564,281513,66236,49,65,291,2837,64,114,234,2964,222,15540,124118,251655,147,278,842,1064,1311,2378,3511,3918,2921,1002,9096,23940,39949,32136,29923,32176,22498,10296,4033,1311,5114,19975,36600,27744,24512,25392,16094,7660,3809,1683,1824,12,12,49,67,160,293,469,439,254,69,272666
55,State,WI,2020/11/30 20:00:00+00,387235,2534,4209.14,2149996,6206,7935.43,3313,6,43.14,8740,12144.57,17095,202565,167575,198247,188187,800,14228,43815,76707,60309,55165,59243,41611,21625,10611,3921,1501,1804,8,0,0,14,28,64,181,454,837,1036,699,4997,8393,26357,290893,23357,33238,43216,278488,65531,48,62,289,2746,59,109,230,2876,207,15404,123075,248756,146,274,838,1050,1304,2344,3456,3846,2860,977,8975,23602,39473,31682,29499,31710,22177,10154,3996,1297,5107,19939,36396,27577,24362,25189,15978,7625,3755,1647,1808,12,12,49,67,158,290,466,433,252,69,276589
55,State,WI,2020/08/05 19:00:00+00,56940,884,841.57,944984,16139,13370.43,970,9,8.43,17023,14212,4826,32813,19301,29389,27438,113,1979,5525,14330,9624,8158,7745,5019,2561,1402,597,448,522,0,0,0,8,10,32,70,164,250,252,184,571,1714,8333,35332,5535,5455,13616,36287,7037,10,29,210,688,17,16,117,832,21,4727,33610,18603,44,80,318,404,552,757,972,877,605,217,1251,3267,8609,5745,4900,4606,2691,1057,476,211,684,2178,5403,3475,2706,2382,1356,627,321,169,919,4,4,30,45,104,158,245,194,99,36,278928
55,State,WI,2020/08/04 19:00:00+00,56056,728,839.57,928845,17410,13039.71,961,12,7.86,18138,13879.29,4783,32189,19084,28922,27023,111,1958,5420,14136,9467,8016,7627,4936,2517,1389,590,446,515,0,0,0,8,10,32,70,160,248,250,183,564,1700,8278,34684,5485,5345,13470,35672,6914,10,28,209,682,16,16,115,825,21,4649,32954,18453,44,79,318,403,547,750,967,862,599,214,1230,3189,8471,5623,4802,4526,2623,1045,472,208,684,2152,5347,3441,2667,2351,1346,610,318,168,916,4,4,30,45,104,158,244,193,99,35,279509
55,State,WI,2020/08/06 19:00:00+00,57779,839,810.14,961851,16867,13464.14,978,8,8.43,17706,14274.29,4881,33440,19458,29842,27824,113,2007,5617,14535,9749,8300,7844,5091,2610,1426,600,454,524,0,0,0,8,10,32,70,166,252,253,187,584,1731,8403,35970,5584,5507,13763,36910,7106,10,30,210,696,17,15,118,838,22,4807,34231,18741,45,82,327,408,555,764,985,891,606,218,1275,3341,8748,5847,5014,4688,2747,1081,487,212,687,2194,5460,3494,2731,2392,1359,638,333,170,927,4,4,30,45,104,161,248,196,99,36,281158
55,State,WI,2020/08/08 19:00:00+00,59933,1165,847.29,986945,11997,13000,996,6,7,13162,13847.29,4980,34711,20242,30956,28868,109,2079,5876,15078,10049,8585,8178,5308,2703,1466,611,461,535,0,0,0,8,10,32,70,168,259,261,188,593,1774,8604,37534,5741,5687,14075,38430,7428,10,30,212,708,19,17,118,851,27,4957,35518,19458,47,84,341,415,568,777,994,915,618,221,1322,3503,9036,6020,5191,4885,2886,1141,512,215,710,2289,5701,3614,2826,2516,1428,647,336,175,937,4,4,30,45,105,163,250,198,101,37,282810
55,State,WI,2020/08/07 19:00:00+00,58768,989,832.57,974948,13097,13257,990,12,8,14086,14089.57,4930,33992,19846,30347,28310,111,2044,5713,14769,9893,8445,8000,5195,2657,1444,608,458,532,0,0,0,8,10,32,70,167,258,257,188,587,1747,8505,36704,5665,5560,13917,37603,7248,10,30,211,704,18,17,118,846,26,4883,34788,19097,47,84,333,411,560,768,993,905,609,220,1305,3407,8847,5924,5096,4777,2817,1106,499,214,692,2222,5589,3558,2789,2455,1385,646,336,174,931,4,4,30,45,104,162,248,197,100,37,284184
55,State,WI,2020/08/15 19:00:00+00,65056,829,731.86,1055119,10506,9739.14,1038,13,6,11335,10471,5275,37954,21827,33525,31418,113,2214,6412,16290,10876,9252,8981,5812,2976,1588,655,482,556,0,0,0,8,10,32,72,167,274,279,196,636,1855,8987,41261,6102,6215,14681,42066,8309,11,30,212,749,19,17,121,896,21,5366,38945,20745,48,89,356,439,598,814,1056,988,656,231,1420,3864,9786,6557,5627,5430,3187,1283,572,228,746,2459,6148,3880,3027,2737,1569,705,360,196,954,4,5,32,45,106,166,252,203,103,38,284857
55,State,WI,2020/08/19 19:00:00+00,67493,663,747.14,1084163,8766,8634.29,1060,8,7,9429,9381.43,5430,39453,22610,34740,32633,120,2300,6663,16838,11261,9606,9379,6042,3086,1648,670,492,568,0,0,0,8,12,32,75,168,278,289,198,663,1914,9167,43055,6253,6441,14989,43798,8706,12,30,216,765,20,17,123,915,22,5551,40536,21406,49,90,368,457,607,847,1086,1013,678,235,1484,4021,10132,6788,5851,5678,3339,1334,592,234,767,2552,6338,4016,3148,2854,1617,739,378,201,975,4,5,33,45,108,173,256,208,105,38,286241
55,State,WI,2021/01/05 20:00:00+00,491341,3403,2400.57,2370485,4805,4331.57,4979,95,28,8208,6732.14,21796,262991,206554,251921,238423,996,19279,55447,93869,76818,69972,75131,53543,28091,13850,5341,2285,2686,8,0,2,16,37,84,278,655,1241,1572,1094,6311,11511,33029,371872,28334,40284,52381,358428,80532,70,99,369,4195,83,163,306,4359,314,16115,127607,347619,192,351,1048,1276,1567,2938,4338,4942,3779,1365,12296,30750,49378,41433,38316,41238,28910,13487,5328,1855,6791,24346,43443,34109,30089,30955,20295,9662,4743,2121,2066,14,16,56,73,174,326,531,501,300,75,290949
55,State,WI,2020/08/22 19:00:00+00,70009,950,707.57,1110788,7750,7952.71,1081,13,6.14,8700,8660.29,5545,40883,23581,35928,33957,124,2390,6895,17487,11675,9958,9744,6263,3216,1697,684,502,579,0,0,0,8,12,33,76,172,282,299,199,690,1960,9399,44865,6451,6644,15353,45486,9170,13,30,219,782,21,16,125,936,20,5728,42095,22186,51,90,371,462,617,867,1112,1038,700,237,1540,4164,10468,7010,6033,5922,3484,1406,611,245,799,2641,6648,4203,3308,2955,1667,772,386,202,986,5,5,33,45,108,175,260,211,106,38,294846
55,State,WI,2020/08/21 19:00:00+00,69059,826,690.29,1103038,9744,8346.43,1068,1,6.14,10570,9036.71,5505,40377,23177,35491,33444,124,2355,6819,17222,11509,9819,9625,6179,3173,1678,680,496,572,0,0,0,8,12,33,75,169,280,293,198,680,1944,9274,44207,6392,6562,15220,44875,8964,13,30,217,771,20,17,123,923,22,5650,41558,21851,50,90,368,461,612,863,1104,1030,691,236,1519,4118,10353,6930,5968,5831,3432,1381,602,243,786,2611,6501,4118,3239,2931,1643,762,385,201,982,5,5,33,45,108,175,258,210,105,38,295699
55,State,WI,2020/09/01 19:00:00+00,76584,981,727.43,1183717,10863,7820.86,1130,8,5.14,11844,8548.29,5878,44957,25749,39165,37277,142,2591,7623,19174,12682,10809,10692,6932,3538,1827,716,517,613,0,0,0,8,12,33,80,184,291,317,205,775,2073,9754,49969,6931,7082,16184,50236,10164,13,31,224,819,27,16,132,975,23,6218,46484,23882,59,96,394,480,642,921,1180,1107,750,249,1671,4595,11459,7680,6592,6495,3939,1582,687,257,861,2932,7321,4522,3575,3276,1813,849,390,210,1026,6,5,34,47,110,180,275,219,112,38,298358
55,State,WI,2020/08/26 19:00:00+00,72260,768,681,1138581,9610,7774,1100,6,5.71,10378,8455,5651,42299,24310,37002,35130,128,2470,7106,18061,12025,10263,10086,6492,3329,1737,691,507,593,0,0,0,8,12,33,79,177,284,305,202,714,1995,9564,46601,6617,6769,15653,47122,9485,13,31,221,796,23,16,128,951,21,5891,43599,22770,54,93,378,469,622,888,1128,1063,716,240,1594,4306,10796,7247,6232,6127,3639,1469,639,250,822,2707,6887,4309,3409,3071,1725,797,382,201,996,6,5,33,46,109,176,263,213,107,38,299571
55,State,WI,2021/04/16 19:00:00+00,589213,709,754,2792707,4029,3875.43,6703,5,4.43,4738,4629.43,28462,332301,228450,301717,286410,1086,25432,69219,110413,91769,83554,89626,63925,32971,16175,6129,3064,3633,6,0,3,22,46,120,358,891,1672,2133,1458,7350,15210,39864,455813,32835,38141,61816,447980,79409,99,125,486,5795,87,111,387,6097,219,30644,239319,319250,275,572,1627,1809,2070,3798,5596,6245,4751,1719,16772,40675,61641,52153,47927,51491,36078,16493,6678,2393,8385,27972,47145,37807,33557,34337,22251,10233,4746,2017,2356,18,19,56,82,201,360,605,580,350,85,303626
55,State,WI,2020/08/31 19:00:00+00,75603,266,678.43,1172854,3552,7604.57,1122,0,5.86,3818,8283,5817,44266,25520,38710,36756,137,2561,7498,18919,12526,10698,10554,6840,3491,1804,712,514,608,0,0,0,8,12,33,81,182,287,314,205,757,2062,9705,49115,6862,7102,16032,49487,10084,13,31,222,814,26,16,133,967,22,6132,45772,23699,57,96,387,476,637,912,1171,1095,740,246,1649,4504,11286,7568,6510,6410,3860,1553,671,255,855,2898,7246,4482,3551,3232,1809,843,393,211,1020,6,5,34,48,110,179,272,218,110,38,305752
55,State,WI,2020/08/29 19:00:00+00,74800,819,684.43,1164740,7933,7707.43,1119,6,5.43,8752,8391.86,5775,43859,25166,38309,36358,133,2544,7387,18728,12407,10595,10448,6743,3453,1789,706,513,606,0,0,0,8,12,33,80,181,286,314,205,745,2045,9673,48532,6805,7000,15957,48952,9891,13,31,222,812,25,16,131,966,22,6088,45257,23455,56,95,387,475,634,909,1159,1083,732,245,1640,4462,11183,7500,6458,6353,3811,1532,667,253,848,2830,7158,4432,3503,3186,1773,838,390,208,1017,6,5,34,48,110,178,270,218,110,38,306794
55,State,WI,2020/08/30 19:00:00+00,75337,537,696.43,1169302,4562,7736.14,1122,3,5.86,5099,8432.57,5804,44129,25404,38582,36620,135,2557,7466,18855,12484,10658,10519,6812,3480,1797,709,514,608,0,0,0,8,12,33,81,182,287,314,205,749,2061,9679,48915,6858,7075,16001,49314,10022,13,31,222,814,26,16,133,967,22,6114,45591,23632,57,96,387,474,635,911,1169,1093,736,246,1645,4492,11248,7544,6486,6395,3849,1547,668,255,855,2878,7220,4466,3537,3213,1794,840,393,208,1020,6,5,34,48,110,179,272,218,110,38,307202
55,State,WI,2020/08/28 19:00:00+00,73981,843,703.14,1156807,8313,7681.29,1113,2,6.43,9156,8384.43,5736,43363,24882,37885,35963,133,2525,7296,18529,12282,10465,10335,6656,3415,1774,704,511,602,0,0,0,8,12,33,79,179,286,311,205,735,2029,9652,47882,6749,6934,15875,48317,9789,13,31,222,807,24,16,129,962,22,6033,44705,23243,55,95,384,474,628,902,1151,1075,728,244,1627,4407,11065,7426,6379,6288,3748,1513,659,251,843,2794,7080,4382,3458,3145,1757,827,387,209,1010,6,5,34,48,110,178,266,217,108,38,310748
55,State,WI,2020/08/27 19:00:00+00,73138,878,700.71,1148494,9913,7885.71,1111,11,6.29,10791,8586.43,5684,42853,24601,37435,35576,127,2494,7202,18306,12167,10358,10209,6577,3371,1760,694,511,600,0,0,0,8,12,33,79,178,286,310,205,725,2014,9605,47226,6704,6864,15777,47700,9661,13,31,222,805,24,16,129,959,23,5954,44175,23009,53,93,379,471,624,893,1138,1067,725,241,1607,4350,10943,7351,6308,6213,3694,1489,648,250,834,2759,6984,4345,3426,3103,1745,815,387,203,1004,6,5,33,48,110,177,266,214,107,38,311870
55,State,WI,2020/09/04 19:00:00+00,79354,1498,767.57,1210203,10204,7628,1153,7,5.71,11702,8395.57,5998,46534,26822,40529,38679,146,2670,8028,19843,13073,11191,11074,7181,3682,1881,731,530,623,0,0,0,8,14,33,82,187,296,324,209,808,2111,9873,52060,7121,7381,16456,52273,10625,13,31,224,842,26,17,134,997,22,6410,48275,24669,58,99,401,493,654,936,1208,1131,766,252,1730,4798,11820,7895,6819,6746,4091,1668,708,259,882,3131,7622,4685,3718,3392,1882,883,407,220,1043,7,5,34,49,110,182,278,224,115,39,312950
55,State,WI,2020/09/03 19:00:00+00,77856,727,674,1199999,8451,7357.86,1146,4,5,9178,8031.86,5946,45743,26167,39809,37904,143,2625,7817,19447,12868,10996,10877,7043,3612,1849,722,525,621,0,0,0,8,13,33,82,187,293,322,208,788,2086,9816,50955,7002,7209,16296,51206,10354,13,31,224,834,27,17,132,990,24,6320,47413,24123,59,97,398,488,647,929,1197,1120,759,252,1697,4699,11628,7792,6710,6617,4016,1629,697,258,869,3021,7421,4588,3639,3331,1830,863,393,212,1036,7,5,34,47,110,181,277,222,114,39,314075
55,State,WI,2020/09/02 19:00:00+00,77129,545,695.57,1191548,7831,7566.71,1142,12,6,8376,8262.29,5916,45334,25879,39447,37541,141,2602,7706,19296,12768,10895,10772,6976,3564,1832,718,522,620,0,0,0,8,13,33,81,187,293,320,207,780,2077,9782,50402,6961,7127,16236,50665,10228,13,31,224,830,27,17,132,987,23,6273,46950,23906,59,96,397,486,646,924,1187,1116,754,251,1682,4642,11547,7741,6650,6552,3971,1602,690,257,861,2968,7352,4541,3599,3296,1818,846,388,210,1030,7,5,34,47,110,180,276,220,113,38,315198
55,State,WI,2020/09/05 19:00:00+00,80300,946,785.71,1217278,7075,7505.43,1168,15,7,8021,8291.14,6048,47157,27095,41020,39131,149,2689,8241,20115,13160,11288,11205,7248,3730,1890,734,534,634,0,0,0,8,15,33,82,191,300,328,211,815,2125,9906,52853,7185,7416,16548,53077,10675,13,31,226,852,26,20,134,1007,27,6489,48978,24833,58,98,405,498,661,943,1215,1147,771,252,1746,4889,12004,7975,6884,6847,4142,1693,714,263,885,3254,7706,4687,3743,3415,1891,890,405,219,1047,7,5,34,49,110,182,278,226,117,39,318321
55,State,WI,2020/09/06 19:00:00+00,81193,893,836.57,1221894,4616,7513.14,1168,0,6.57,5509,8349.71,6070,47574,27549,41491,39549,153,2715,8437,20363,13252,11383,11329,7313,3762,1903,736,534,634,0,0,0,8,15,33,82,191,300,328,211,823,2141,9924,53498,7279,7528,16613,53685,10895,13,31,226,852,26,20,134,1007,27,6547,49467,25179,58,100,409,498,662,945,1220,1151,774,253,1759,4945,12111,8025,6939,6922,4178,1710,721,264,898,3392,7843,4729,3782,3462,1915,901,408,219,1050,7,5,35,49,110,182,278,226,119,39,323117
