"age","cum.deaths","daily.deaths","code","date"
"80+",24,0,"VT",2020-07-29
"0-9",0,0,"VT",2020-07-30
"10-19",0,0,"VT",2020-07-30
"20-29",0,0,"VT",2020-07-30
"30-39",1,0,"VT",2020-07-30
"40-49",1,0,"VT",2020-07-30
"50-59",2,0,"VT",2020-07-30
"60-69",8,0,"VT",2020-07-30
"70-79",20,0,"VT",2020-07-30
"80+",25,1,"VT",2020-07-30
"0-9",0,0,"VT",2020-07-31
"10-19",0,0,"VT",2020-07-31
"20-29",0,0,"VT",2020-07-31
"30-39",1,0,"VT",2020-07-31
"40-49",1,0,"VT",2020-07-31
"50-59",2,0,"VT",2020-07-31
"60-69",8,0,"VT",2020-07-31
"70-79",20,0,"VT",2020-07-31
"80+",25,0,"VT",2020-07-31
"0-9",0,0,"VT",2020-08-01
"10-19",0,0,"VT",2020-08-01
"20-29",0,0,"VT",2020-08-01
"30-39",1,0,"VT",2020-08-01
"40-49",1,0,"VT",2020-08-01
"50-59",2,0,"VT",2020-08-01
"60-69",8,0,"VT",2020-08-01
"70-79",20,0,"VT",2020-08-01
"80+",25,0,"VT",2020-08-01
"0-9",0,0,"VT",2020-08-02
"10-19",0,0,"VT",2020-08-02
"20-29",0,0,"VT",2020-08-02
"30-39",1,0,"VT",2020-08-02
"40-49",1,0,"VT",2020-08-02
"50-59",2,0,"VT",2020-08-02
"60-69",8,0,"VT",2020-08-02
"70-79",20,0,"VT",2020-08-02
"80+",25,0,"VT",2020-08-02
"0-9",0,0,"VT",2020-08-03
"10-19",0,0,"VT",2020-08-03
"20-29",0,0,"VT",2020-08-03
"30-39",1,0,"VT",2020-08-03
"40-49",1,0,"VT",2020-08-03
"50-59",2,0,"VT",2020-08-03
"60-69",8,0,"VT",2020-08-03
"70-79",20,0,"VT",2020-08-03
"80+",25,0,"VT",2020-08-03
"0-9",0,0,"VT",2020-08-04
"10-19",0,0,"VT",2020-08-04
"20-29",0,0,"VT",2020-08-04
"30-39",1,0,"VT",2020-08-04
"40-49",1,0,"VT",2020-08-04
"50-59",2,0,"VT",2020-08-04
"60-69",8,0,"VT",2020-08-04
"70-79",20,0,"VT",2020-08-04
"80+",25,0,"VT",2020-08-04
"0-9",0,0,"VT",2020-08-05
"10-19",0,0,"VT",2020-08-05
"20-29",0,0,"VT",2020-08-05
"30-39",1,0,"VT",2020-08-05
"40-49",1,0,"VT",2020-08-05
"50-59",2,0,"VT",2020-08-05
"60-69",8,0,"VT",2020-08-05
"70-79",20,0,"VT",2020-08-05
"80+",25,0,"VT",2020-08-05
"0-9",0,0,"VT",2020-08-06
"10-19",0,0,"VT",2020-08-06
"20-29",0,0,"VT",2020-08-06
"30-39",1,0,"VT",2020-08-06
"40-49",2,1,"VT",2020-08-06
"50-59",2,0,"VT",2020-08-06
"60-69",8,0,"VT",2020-08-06
"70-79",20,0,"VT",2020-08-06
"80+",25,0,"VT",2020-08-06
"0-9",0,0,"VT",2020-08-07
"10-19",0,0,"VT",2020-08-07
"20-29",0,0,"VT",2020-08-07
"30-39",1,0,"VT",2020-08-07
"40-49",2,0,"VT",2020-08-07
"50-59",2,0,"VT",2020-08-07
"60-69",8,0,"VT",2020-08-07
"70-79",20,0,"VT",2020-08-07
"80+",25,0,"VT",2020-08-07
"0-9",0,0,"VT",2020-08-08
"10-19",0,0,"VT",2020-08-08
"20-29",0,0,"VT",2020-08-08
"30-39",1,0,"VT",2020-08-08
"40-49",2,0,"VT",2020-08-08
"50-59",2,0,"VT",2020-08-08
"60-69",8,0,"VT",2020-08-08
"70-79",20,0,"VT",2020-08-08
"80+",25,0,"VT",2020-08-08
"0-9",0,0,"VT",2020-08-09
"10-19",0,0,"VT",2020-08-09
"20-29",0,0,"VT",2020-08-09
"30-39",1,0,"VT",2020-08-09
"40-49",2,0,"VT",2020-08-09
"50-59",2,0,"VT",2020-08-09
"60-69",8,0,"VT",2020-08-09
"70-79",20,0,"VT",2020-08-09
"80+",25,0,"VT",2020-08-09
"0-9",0,0,"VT",2020-08-10
"10-19",0,0,"VT",2020-08-10
"20-29",0,0,"VT",2020-08-10
"30-39",1,0,"VT",2020-08-10
"40-49",2,0,"VT",2020-08-10
"50-59",2,0,"VT",2020-08-10
"60-69",8,0,"VT",2020-08-10
"70-79",20,0,"VT",2020-08-10
"80+",25,0,"VT",2020-08-10
"0-9",0,0,"VT",2020-08-11
"10-19",0,0,"VT",2020-08-11
"20-29",0,0,"VT",2020-08-11
"30-39",1,0,"VT",2020-08-11
"40-49",2,0,"VT",2020-08-11
"50-59",2,0,"VT",2020-08-11
"60-69",8,0,"VT",2020-08-11
"70-79",20,0,"VT",2020-08-11
"80+",25,0,"VT",2020-08-11
"0-9",0,0,"VT",2020-08-12
"10-19",0,0,"VT",2020-08-12
"20-29",0,0,"VT",2020-08-12
"30-39",1,0,"VT",2020-08-12
"40-49",2,0,"VT",2020-08-12
"50-59",2,0,"VT",2020-08-12
"60-69",8,0,"VT",2020-08-12
"70-79",20,0,"VT",2020-08-12
"80+",25,0,"VT",2020-08-12
"0-9",0,0,"VT",2020-08-13
"10-19",0,0,"VT",2020-08-13
"20-29",0,0,"VT",2020-08-13
"30-39",1,0,"VT",2020-08-13
"40-49",2,0,"VT",2020-08-13
"50-59",2,0,"VT",2020-08-13
"60-69",8,0,"VT",2020-08-13
"70-79",20,0,"VT",2020-08-13
"80+",25,0,"VT",2020-08-13
"0-9",0,0,"VT",2020-08-14
"10-19",0,0,"VT",2020-08-14
"20-29",0,0,"VT",2020-08-14
"30-39",1,0,"VT",2020-08-14
"40-49",2,0,"VT",2020-08-14
"50-59",2,0,"VT",2020-08-14
"60-69",8,0,"VT",2020-08-14
"70-79",20,0,"VT",2020-08-14
"80+",25,0,"VT",2020-08-14
"0-9",0,0,"VT",2020-08-15
"10-19",0,0,"VT",2020-08-15
"20-29",0,0,"VT",2020-08-15
"30-39",1,0,"VT",2020-08-15
"40-49",2,0,"VT",2020-08-15
"50-59",2,0,"VT",2020-08-15
"60-69",8,0,"VT",2020-08-15
"70-79",20,0,"VT",2020-08-15
"80+",25,0,"VT",2020-08-15
"0-9",0,0,"VT",2020-08-16
"10-19",0,0,"VT",2020-08-16
"20-29",0,0,"VT",2020-08-16
"30-39",1,0,"VT",2020-08-16
"40-49",2,0,"VT",2020-08-16
"50-59",2,0,"VT",2020-08-16
"60-69",8,0,"VT",2020-08-16
"70-79",20,0,"VT",2020-08-16
"80+",25,0,"VT",2020-08-16
"0-9",0,0,"VT",2020-08-17
"10-19",0,0,"VT",2020-08-17
"20-29",0,0,"VT",2020-08-17
"30-39",1,0,"VT",2020-08-17
"40-49",2,0,"VT",2020-08-17
"50-59",2,0,"VT",2020-08-17
"60-69",8,0,"VT",2020-08-17
"70-79",20,0,"VT",2020-08-17
"80+",25,0,"VT",2020-08-17
"0-9",0,0,"VT",2020-08-18
"10-19",0,0,"VT",2020-08-18
"20-29",0,0,"VT",2020-08-18
"30-39",1,0,"VT",2020-08-18
"40-49",2,0,"VT",2020-08-18
"50-59",2,0,"VT",2020-08-18
"60-69",8,0,"VT",2020-08-18
"70-79",20,0,"VT",2020-08-18
"80+",25,0,"VT",2020-08-18
"0-9",0,0,"VT",2020-08-19
"10-19",0,0,"VT",2020-08-19
"20-29",0,0,"VT",2020-08-19
"30-39",1,0,"VT",2020-08-19
"40-49",2,0,"VT",2020-08-19
"50-59",2,0,"VT",2020-08-19
"60-69",8,0,"VT",2020-08-19
"70-79",20,0,"VT",2020-08-19
"80+",25,0,"VT",2020-08-19
"0-9",0,0,"VT",2020-08-20
"10-19",0,0,"VT",2020-08-20
"20-29",0,0,"VT",2020-08-20
"30-39",1,0,"VT",2020-08-20
"40-49",2,0,"VT",2020-08-20
"50-59",2,0,"VT",2020-08-20
"60-69",8,0,"VT",2020-08-20
"70-79",20,0,"VT",2020-08-20
"80+",25,0,"VT",2020-08-20
"0-9",0,0,"VT",2020-08-21
"10-19",0,0,"VT",2020-08-21
"20-29",0,0,"VT",2020-08-21
"30-39",1,0,"VT",2020-08-21
"40-49",2,0,"VT",2020-08-21
"50-59",2,0,"VT",2020-08-21
"60-69",8,0,"VT",2020-08-21
"70-79",20,0,"VT",2020-08-21
"80+",25,0,"VT",2020-08-21
"0-9",0,0,"VT",2020-08-22
"10-19",0,0,"VT",2020-08-22
"20-29",0,0,"VT",2020-08-22
"30-39",1,0,"VT",2020-08-22
"40-49",2,0,"VT",2020-08-22
"50-59",2,0,"VT",2020-08-22
"60-69",8,0,"VT",2020-08-22
"70-79",20,0,"VT",2020-08-22
"80+",25,0,"VT",2020-08-22
"0-9",0,0,"VT",2020-08-23
"10-19",0,0,"VT",2020-08-23
"20-29",0,0,"VT",2020-08-23
"30-39",1,0,"VT",2020-08-23
"40-49",2,0,"VT",2020-08-23
"50-59",2,0,"VT",2020-08-23
"60-69",8,0,"VT",2020-08-23
"70-79",20,0,"VT",2020-08-23
"80+",25,0,"VT",2020-08-23
"0-9",0,0,"VT",2020-08-24
"10-19",0,0,"VT",2020-08-24
"20-29",0,0,"VT",2020-08-24
"30-39",1,0,"VT",2020-08-24
"40-49",2,0,"VT",2020-08-24
"50-59",2,0,"VT",2020-08-24
"60-69",8,0,"VT",2020-08-24
"70-79",20,0,"VT",2020-08-24
"80+",25,0,"VT",2020-08-24
"0-9",0,0,"VT",2020-08-25
"10-19",0,0,"VT",2020-08-25
"20-29",0,0,"VT",2020-08-25
"30-39",1,0,"VT",2020-08-25
"40-49",2,0,"VT",2020-08-25
"50-59",2,0,"VT",2020-08-25
"60-69",8,0,"VT",2020-08-25
"70-79",20,0,"VT",2020-08-25
"80+",25,0,"VT",2020-08-25
"0-9",0,0,"VT",2020-08-26
"10-19",0,0,"VT",2020-08-26
"20-29",0,0,"VT",2020-08-26
"30-39",1,0,"VT",2020-08-26
"40-49",2,0,"VT",2020-08-26
"50-59",2,0,"VT",2020-08-26
"60-69",8,0,"VT",2020-08-26
"70-79",20,0,"VT",2020-08-26
"80+",25,0,"VT",2020-08-26
"0-9",0,0,"VT",2020-08-27
"10-19",0,0,"VT",2020-08-27
"20-29",0,0,"VT",2020-08-27
"30-39",1,0,"VT",2020-08-27
"40-49",2,0,"VT",2020-08-27
"50-59",2,0,"VT",2020-08-27
"60-69",8,0,"VT",2020-08-27
"70-79",20,0,"VT",2020-08-27
"80+",25,0,"VT",2020-08-27
"0-9",0,0,"VT",2020-08-28
"10-19",0,0,"VT",2020-08-28
"20-29",0,0,"VT",2020-08-28
"30-39",1,0,"VT",2020-08-28
"40-49",2,0,"VT",2020-08-28
"50-59",2,0,"VT",2020-08-28
"60-69",8,0,"VT",2020-08-28
"70-79",20,0,"VT",2020-08-28
"80+",25,0,"VT",2020-08-28
"0-9",0,0,"VT",2020-08-29
"10-19",0,0,"VT",2020-08-29
"20-29",0,0,"VT",2020-08-29
"30-39",1,0,"VT",2020-08-29
"40-49",2,0,"VT",2020-08-29
"50-59",2,0,"VT",2020-08-29
"60-69",8,0,"VT",2020-08-29
"70-79",20,0,"VT",2020-08-29
"80+",25,0,"VT",2020-08-29
"0-9",0,0,"VT",2020-08-30
"10-19",0,0,"VT",2020-08-30
"20-29",0,0,"VT",2020-08-30
"30-39",1,0,"VT",2020-08-30
"40-49",2,0,"VT",2020-08-30
"50-59",2,0,"VT",2020-08-30
"60-69",8,0,"VT",2020-08-30
"70-79",20,0,"VT",2020-08-30
"80+",25,0,"VT",2020-08-30
"0-9",0,0,"VT",2020-08-31
"10-19",0,0,"VT",2020-08-31
"20-29",0,0,"VT",2020-08-31
"30-39",1,0,"VT",2020-08-31
"40-49",2,0,"VT",2020-08-31
"50-59",2,0,"VT",2020-08-31
"60-69",8,0,"VT",2020-08-31
"70-79",20,0,"VT",2020-08-31
"80+",25,0,"VT",2020-08-31
"0-9",0,0,"VT",2020-09-01
"10-19",0,0,"VT",2020-09-01
"20-29",0,0,"VT",2020-09-01
"30-39",1,0,"VT",2020-09-01
"40-49",2,0,"VT",2020-09-01
"50-59",2,0,"VT",2020-09-01
"60-69",8,0,"VT",2020-09-01
"70-79",20,0,"VT",2020-09-01
"80+",25,0,"VT",2020-09-01
"0-9",0,0,"VT",2020-09-02
"0-9",0,0,"VT",2020-09-03
"10-19",0,0,"VT",2020-09-02
"10-19",0,0,"VT",2020-09-03
"20-29",0,0,"VT",2020-09-02
"20-29",0,0,"VT",2020-09-03
"30-39",1,0,"VT",2020-09-02
"30-39",1,0,"VT",2020-09-03
"40-49",2,0,"VT",2020-09-02
"40-49",2,0,"VT",2020-09-03
"50-59",2,0,"VT",2020-09-02
"50-59",2,0,"VT",2020-09-03
"60-69",8,0,"VT",2020-09-02
"60-69",8,0,"VT",2020-09-03
"70-79",20,0,"VT",2020-09-02
"70-79",20,0,"VT",2020-09-03
"80+",25,0,"VT",2020-09-02
"80+",25,0,"VT",2020-09-03
"0-9",0,0,"VT",2020-09-04
"10-19",0,0,"VT",2020-09-04
"20-29",0,0,"VT",2020-09-04
"30-39",1,0,"VT",2020-09-04
"40-49",2,0,"VT",2020-09-04
"50-59",2,0,"VT",2020-09-04
"60-69",8,0,"VT",2020-09-04
"70-79",20,0,"VT",2020-09-04
"80+",25,0,"VT",2020-09-04
"0-9",0,0,"VT",2020-09-05
"10-19",0,0,"VT",2020-09-05
"20-29",0,0,"VT",2020-09-05
"30-39",1,0,"VT",2020-09-05
"40-49",2,0,"VT",2020-09-05
"50-59",2,0,"VT",2020-09-05
"60-69",8,0,"VT",2020-09-05
"70-79",20,0,"VT",2020-09-05
"80+",25,0,"VT",2020-09-05
"0-9",0,0,"VT",2020-09-06
"10-19",0,0,"VT",2020-09-06
"20-29",0,0,"VT",2020-09-06
"30-39",1,0,"VT",2020-09-06
"40-49",2,0,"VT",2020-09-06
"50-59",2,0,"VT",2020-09-06
"60-69",8,0,"VT",2020-09-06
"70-79",20,0,"VT",2020-09-06
"80+",25,0,"VT",2020-09-06
"0-9",0,0,"VT",2020-09-07
"10-19",0,0,"VT",2020-09-07
"20-29",0,0,"VT",2020-09-07
"30-39",1,0,"VT",2020-09-07
"40-49",2,0,"VT",2020-09-07
"50-59",2,0,"VT",2020-09-07
"60-69",8,0,"VT",2020-09-07
"70-79",20,0,"VT",2020-09-07
"80+",25,0,"VT",2020-09-07
"0-9",0,0,"VT",2020-09-08
"10-19",0,0,"VT",2020-09-08
"20-29",0,0,"VT",2020-09-08
"30-39",1,0,"VT",2020-09-08
"40-49",2,0,"VT",2020-09-08
"50-59",2,0,"VT",2020-09-08
"60-69",8,0,"VT",2020-09-08
"70-79",20,0,"VT",2020-09-08
"80+",25,0,"VT",2020-09-08
"0-9",0,0,"VT",2020-09-09
"10-19",0,0,"VT",2020-09-09
"20-29",0,0,"VT",2020-09-09
"30-39",1,0,"VT",2020-09-09
"40-49",2,0,"VT",2020-09-09
"50-59",2,0,"VT",2020-09-09
"60-69",8,0,"VT",2020-09-09
"70-79",20,0,"VT",2020-09-09
"80+",25,0,"VT",2020-09-09
"0-9",0,0,"VT",2020-09-10
"10-19",0,0,"VT",2020-09-10
"20-29",0,0,"VT",2020-09-10
"30-39",1,0,"VT",2020-09-10
"40-49",2,0,"VT",2020-09-10
"50-59",2,0,"VT",2020-09-10
"60-69",8,0,"VT",2020-09-10
"70-79",20,0,"VT",2020-09-10
"80+",25,0,"VT",2020-09-10
"0-9",0,0,"VT",2020-09-11
"10-19",0,0,"VT",2020-09-11
"20-29",0,0,"VT",2020-09-11
"30-39",1,0,"VT",2020-09-11
"40-49",2,0,"VT",2020-09-11
"50-59",2,0,"VT",2020-09-11
"60-69",8,0,"VT",2020-09-11
"70-79",20,0,"VT",2020-09-11
"80+",25,0,"VT",2020-09-11
"0-9",0,0,"VT",2020-09-12
"10-19",0,0,"VT",2020-09-12
"20-29",0,0,"VT",2020-09-12
"30-39",1,0,"VT",2020-09-12
"40-49",2,0,"VT",2020-09-12
"50-59",2,0,"VT",2020-09-12
"60-69",8,0,"VT",2020-09-12
"70-79",20,0,"VT",2020-09-12
"80+",25,0,"VT",2020-09-12
"0-9",0,0,"VT",2020-09-13
"10-19",0,0,"VT",2020-09-13
"20-29",0,0,"VT",2020-09-13
"30-39",1,0,"VT",2020-09-13
"40-49",2,0,"VT",2020-09-13
"50-59",2,0,"VT",2020-09-13
"60-69",8,0,"VT",2020-09-13
"70-79",20,0,"VT",2020-09-13
"80+",25,0,"VT",2020-09-13
"0-9",0,0,"VT",2020-09-14
"10-19",0,0,"VT",2020-09-14
"20-29",0,0,"VT",2020-09-14
"30-39",1,0,"VT",2020-09-14
"40-49",2,0,"VT",2020-09-14
"50-59",2,0,"VT",2020-09-14
"60-69",8,0,"VT",2020-09-14
"70-79",20,0,"VT",2020-09-14
"80+",25,0,"VT",2020-09-14
"0-9",0,0,"VT",2020-09-15
"10-19",0,0,"VT",2020-09-15
"20-29",0,0,"VT",2020-09-15
"30-39",1,0,"VT",2020-09-15
"40-49",2,0,"VT",2020-09-15
"50-59",2,0,"VT",2020-09-15
"60-69",8,0,"VT",2020-09-15
"70-79",20,0,"VT",2020-09-15
"80+",25,0,"VT",2020-09-15
"0-9",0,0,"VT",2020-09-16
"10-19",0,0,"VT",2020-09-16
"20-29",0,0,"VT",2020-09-16
"30-39",1,0,"VT",2020-09-16
"40-49",2,0,"VT",2020-09-16
"50-59",2,0,"VT",2020-09-16
"60-69",8,0,"VT",2020-09-16
"70-79",20,0,"VT",2020-09-16
"80+",25,0,"VT",2020-09-16
"0-9",0,0,"VT",2020-09-17
"10-19",0,0,"VT",2020-09-17
"20-29",0,0,"VT",2020-09-17
"30-39",1,0,"VT",2020-09-17
"40-49",2,0,"VT",2020-09-17
"50-59",2,0,"VT",2020-09-17
"60-69",8,0,"VT",2020-09-17
"70-79",20,0,"VT",2020-09-17
"80+",25,0,"VT",2020-09-17
"0-9",0,0,"VT",2020-09-18
"10-19",0,0,"VT",2020-09-18
"20-29",0,0,"VT",2020-09-18
"30-39",1,0,"VT",2020-09-18
"40-49",2,0,"VT",2020-09-18
"50-59",2,0,"VT",2020-09-18
"60-69",8,0,"VT",2020-09-18
"70-79",20,0,"VT",2020-09-18
"80+",25,0,"VT",2020-09-18
"0-9",0,0,"VT",2020-09-19
"10-19",0,0,"VT",2020-09-19
"20-29",0,0,"VT",2020-09-19
"30-39",1,0,"VT",2020-09-19
"40-49",2,0,"VT",2020-09-19
"50-59",2,0,"VT",2020-09-19
"60-69",8,0,"VT",2020-09-19
"70-79",20,0,"VT",2020-09-19
"80+",25,0,"VT",2020-09-19
"0-9",0,0,"VT",2020-09-20
"10-19",0,0,"VT",2020-09-20
"20-29",0,0,"VT",2020-09-20
"30-39",1,0,"VT",2020-09-20
"40-49",2,0,"VT",2020-09-20
"50-59",2,0,"VT",2020-09-20
"60-69",8,0,"VT",2020-09-20
"70-79",20,0,"VT",2020-09-20
"80+",25,0,"VT",2020-09-20
"0-9",0,0,"VT",2020-09-21
"10-19",0,0,"VT",2020-09-21
"20-29",0,0,"VT",2020-09-21
"30-39",1,0,"VT",2020-09-21
"40-49",2,0,"VT",2020-09-21
"50-59",2,0,"VT",2020-09-21
"60-69",8,0,"VT",2020-09-21
"70-79",20,0,"VT",2020-09-21
"80+",25,0,"VT",2020-09-21
"0-9",0,0,"VT",2020-09-22
"10-19",0,0,"VT",2020-09-22
"20-29",0,0,"VT",2020-09-22
"30-39",1,0,"VT",2020-09-22
"40-49",2,0,"VT",2020-09-22
"50-59",2,0,"VT",2020-09-22
"60-69",8,0,"VT",2020-09-22
"70-79",20,0,"VT",2020-09-22
"80+",25,0,"VT",2020-09-22
"0-9",0,0,"VT",2020-09-23
"10-19",0,0,"VT",2020-09-23
"20-29",0,0,"VT",2020-09-23
"30-39",1,0,"VT",2020-09-23
"40-49",2,0,"VT",2020-09-23
"50-59",2,0,"VT",2020-09-23
"60-69",8,0,"VT",2020-09-23
"70-79",20,0,"VT",2020-09-23
"80+",25,0,"VT",2020-09-23
"0-9",0,0,"VT",2020-09-24
"10-19",0,0,"VT",2020-09-24
"20-29",0,0,"VT",2020-09-24
"30-39",1,0,"VT",2020-09-24
"40-49",2,0,"VT",2020-09-24
"50-59",2,0,"VT",2020-09-24
"60-69",8,0,"VT",2020-09-24
"70-79",20,0,"VT",2020-09-24
"80+",25,0,"VT",2020-09-24
"0-9",0,0,"VT",2020-09-25
"10-19",0,0,"VT",2020-09-25
"20-29",0,0,"VT",2020-09-25
"30-39",1,0,"VT",2020-09-25
"40-49",2,0,"VT",2020-09-25
"50-59",2,0,"VT",2020-09-25
"60-69",8,0,"VT",2020-09-25
"70-79",20,0,"VT",2020-09-25
"80+",25,0,"VT",2020-09-25
"0-9",0,0,"VT",2020-09-26
"10-19",0,0,"VT",2020-09-26
"20-29",0,0,"VT",2020-09-26
"30-39",1,0,"VT",2020-09-26
"40-49",2,0,"VT",2020-09-26
"50-59",2,0,"VT",2020-09-26
"60-69",8,0,"VT",2020-09-26
"70-79",20,0,"VT",2020-09-26
"80+",25,0,"VT",2020-09-26
"0-9",0,0,"VT",2020-09-27
"10-19",0,0,"VT",2020-09-27
"20-29",0,0,"VT",2020-09-27
"30-39",1,0,"VT",2020-09-27
"40-49",2,0,"VT",2020-09-27
"50-59",2,0,"VT",2020-09-27
"60-69",8,0,"VT",2020-09-27
"70-79",20,0,"VT",2020-09-27
"80+",25,0,"VT",2020-09-27
"0-9",0,0,"VT",2020-09-28
"10-19",0,0,"VT",2020-09-28
"20-29",0,0,"VT",2020-09-28
"30-39",1,0,"VT",2020-09-28
"40-49",2,0,"VT",2020-09-28
"50-59",2,0,"VT",2020-09-28
"60-69",8,0,"VT",2020-09-28
"70-79",20,0,"VT",2020-09-28
"80+",25,0,"VT",2020-09-28
"0-9",0,0,"VT",2020-09-29
"10-19",0,0,"VT",2020-09-29
"20-29",0,0,"VT",2020-09-29
"30-39",1,0,"VT",2020-09-29
"40-49",2,0,"VT",2020-09-29
"50-59",2,0,"VT",2020-09-29
"60-69",8,0,"VT",2020-09-29
"70-79",20,0,"VT",2020-09-29
"80+",25,0,"VT",2020-09-29
"0-9",0,0,"VT",2020-09-30
"10-19",0,0,"VT",2020-09-30
"20-29",0,0,"VT",2020-09-30
"30-39",1,0,"VT",2020-09-30
"40-49",2,0,"VT",2020-09-30
"50-59",2,0,"VT",2020-09-30
"60-69",8,0,"VT",2020-09-30
"70-79",20,0,"VT",2020-09-30
"80+",25,0,"VT",2020-09-30
"0-9",0,0,"VT",2020-10-01
"10-19",0,0,"VT",2020-10-01
"20-29",0,0,"VT",2020-10-01
"30-39",1,0,"VT",2020-10-01
"40-49",2,0,"VT",2020-10-01
"50-59",2,0,"VT",2020-10-01
"60-69",8,0,"VT",2020-10-01
"70-79",20,0,"VT",2020-10-01
"80+",25,0,"VT",2020-10-01
"0-9",0,0,"VT",2020-10-02
"10-19",0,0,"VT",2020-10-02
"20-29",0,0,"VT",2020-10-02
"30-39",1,0,"VT",2020-10-02
"40-49",2,0,"VT",2020-10-02
"50-59",2,0,"VT",2020-10-02
"60-69",8,0,"VT",2020-10-02
"70-79",20,0,"VT",2020-10-02
"80+",25,0,"VT",2020-10-02
"0-9",0,0,"VT",2020-10-03
"10-19",0,0,"VT",2020-10-03
"20-29",0,0,"VT",2020-10-03
"30-39",1,0,"VT",2020-10-03
"40-49",2,0,"VT",2020-10-03
"50-59",2,0,"VT",2020-10-03
"60-69",8,0,"VT",2020-10-03
"70-79",20,0,"VT",2020-10-03
"80+",25,0,"VT",2020-10-03
"0-9",0,0,"VT",2020-10-04
"10-19",0,0,"VT",2020-10-04
"20-29",0,0,"VT",2020-10-04
"30-39",1,0,"VT",2020-10-04
"40-49",2,0,"VT",2020-10-04
"50-59",2,0,"VT",2020-10-04
"60-69",8,0,"VT",2020-10-04
"70-79",20,0,"VT",2020-10-04
"80+",25,0,"VT",2020-10-04
"0-9",0,0,"VT",2020-10-05
"10-19",0,0,"VT",2020-10-05
"20-29",0,0,"VT",2020-10-05
"30-39",1,0,"VT",2020-10-05
"40-49",2,0,"VT",2020-10-05
"50-59",2,0,"VT",2020-10-05
"60-69",8,0,"VT",2020-10-05
"70-79",20,0,"VT",2020-10-05
"80+",25,0,"VT",2020-10-05
"0-9",0,0,"VT",2020-10-06
"10-19",0,0,"VT",2020-10-06
"20-29",0,0,"VT",2020-10-06
"30-39",1,0,"VT",2020-10-06
"40-49",2,0,"VT",2020-10-06
"50-59",2,0,"VT",2020-10-06
"60-69",8,0,"VT",2020-10-06
"70-79",20,0,"VT",2020-10-06
"80+",25,0,"VT",2020-10-06
"0-9",0,0,"VT",2020-10-07
"10-19",0,0,"VT",2020-10-07
"20-29",0,0,"VT",2020-10-07
"30-39",1,0,"VT",2020-10-07
"40-49",2,0,"VT",2020-10-07
"50-59",2,0,"VT",2020-10-07
"60-69",8,0,"VT",2020-10-07
"70-79",20,0,"VT",2020-10-07
"80+",25,0,"VT",2020-10-07
"0-9",0,0,"VT",2020-10-08
"10-19",0,0,"VT",2020-10-08
"20-29",0,0,"VT",2020-10-08
"30-39",1,0,"VT",2020-10-08
"40-49",2,0,"VT",2020-10-08
"50-59",2,0,"VT",2020-10-08
"60-69",8,0,"VT",2020-10-08
"70-79",20,0,"VT",2020-10-08
"80+",25,0,"VT",2020-10-08
"0-9",0,0,"VT",2020-10-09
"10-19",0,0,"VT",2020-10-09
"20-29",0,0,"VT",2020-10-09
"30-39",1,0,"VT",2020-10-09
"40-49",2,0,"VT",2020-10-09
"50-59",2,0,"VT",2020-10-09
"60-69",8,0,"VT",2020-10-09
"70-79",20,0,"VT",2020-10-09
"80+",25,0,"VT",2020-10-09
"0-9",0,0,"VT",2020-10-10
"10-19",0,0,"VT",2020-10-10
"20-29",0,0,"VT",2020-10-10
"30-39",1,0,"VT",2020-10-10
"40-49",2,0,"VT",2020-10-10
"50-59",2,0,"VT",2020-10-10
"60-69",8,0,"VT",2020-10-10
"70-79",20,0,"VT",2020-10-10
"80+",25,0,"VT",2020-10-10
"0-9",0,0,"VT",2020-10-11
"10-19",0,0,"VT",2020-10-11
"20-29",0,0,"VT",2020-10-11
"30-39",1,0,"VT",2020-10-11
"40-49",2,0,"VT",2020-10-11
"50-59",2,0,"VT",2020-10-11
"60-69",8,0,"VT",2020-10-11
"70-79",20,0,"VT",2020-10-11
"80+",25,0,"VT",2020-10-11
"0-9",0,0,"VT",2020-10-12
"10-19",0,0,"VT",2020-10-12
"20-29",0,0,"VT",2020-10-12
"30-39",1,0,"VT",2020-10-12
"40-49",2,0,"VT",2020-10-12
"50-59",2,0,"VT",2020-10-12
"60-69",8,0,"VT",2020-10-12
"70-79",20,0,"VT",2020-10-12
"80+",25,0,"VT",2020-10-12
"0-9",0,0,"VT",2020-10-13
"10-19",0,0,"VT",2020-10-13
"20-29",0,0,"VT",2020-10-13
"30-39",1,0,"VT",2020-10-13
"40-49",2,0,"VT",2020-10-13
"50-59",2,0,"VT",2020-10-13
"60-69",8,0,"VT",2020-10-13
"70-79",20,0,"VT",2020-10-13
"80+",25,0,"VT",2020-10-13
"0-9",0,0,"VT",2020-10-14
"0-9",0,0,"VT",2020-10-15
"0-9",0,0,"VT",2020-10-16
"0-9",0,0,"VT",2020-10-17
"10-19",0,0,"VT",2020-10-14
"10-19",0,0,"VT",2020-10-15
"10-19",0,0,"VT",2020-10-16
"10-19",0,0,"VT",2020-10-17
"20-29",0,0,"VT",2020-10-14
"20-29",0,0,"VT",2020-10-15
"20-29",0,0,"VT",2020-10-16
"20-29",0,0,"VT",2020-10-17
"30-39",1,0,"VT",2020-10-14
"30-39",1,0,"VT",2020-10-15
"30-39",1,0,"VT",2020-10-16
"30-39",1,0,"VT",2020-10-17
"40-49",2,0,"VT",2020-10-14
